Flow,From,To
2,E08000036,E07000078
7,E08000036,E07000079
3,E08000036,E07000080
5,E08000036,E07000081
1,E08000036,E07000082
11,E08000036,E07000083
12,E08000036,E07000084
11,E08000036,E07000085
6,E08000036,E07000086
5,E08000036,E07000087
2,E08000036,E07000088
4,E08000036,E07000089
3,E08000036,E07000090
8,E08000036,E07000091
3,E08000036,E07000092
1,E08000036,E07000093
9,E08000036,E07000094
1,E08000036,E07000095
8,E08000036,E07000096
3,E08000036,E07000242
3,E08000036,E07000098
5,E08000036,E07000099
2,E08000036,E07000240
7,E08000036,E07000243
12,E08000036,E07000102
16,E08000036,E07000103
14,E08000036,E07000241
4,E08000036,E07000105
2,E08000036,E07000106
7,E08000036,E07000107
4,E08000036,E07000109
47,E08000036,E07000110
3,E08000036,E07000111
2,E08000036,E07000112
4,E08000036,E07000113
3,E08000036,E07000114
14,E08000036,E07000115
1,E08000036,E07000116
7,E08000036,E07000117
5,E08000036,E07000118
8,E08000036,E07000119
1,E08000036,E07000120
3,E08000036,E07000121
10,E08000036,E07000122
81,E08000036,E07000123
1,E08000036,E07000124
7,E08000036,E07000125
16,E08000036,E07000126
4,E08000036,E07000127
12,E08000036,E07000128
43,E08000036,E07000129
6,E08000036,E07000130
2,E08000036,E07000131
5,E08000036,E07000132
25,E08000036,E07000134
2,E08000036,E07000135
7,E08000036,E07000136
14,E08000036,E07000137
15,E08000036,E07000138
24,E08000036,E07000139
9,E08000036,E07000140
14,E08000036,E07000141
16,E08000036,E07000142
30,E08000036,E07000143
5,E08000036,E07000145
4,E08000036,E07000146
6,E08000036,E07000148
3,E08000036,E07000149
6,E08000036,E07000150
4,E08000036,E07000151
1,E08000036,E07000152
5,E08000036,E07000153
36,E08000036,E07000154
12,E08000036,E07000155
7,E08000036,E07000156
35,E08000036,E07000163
100,E08000036,E07000164
457,E08000036,E07000165
37,E08000036,E07000166
38,E08000036,E07000167
23,E08000036,E07000168
2518,E08000036,E07000169
36,E08000036,E07000170
112,E08000036,E07000171
9,E08000036,E07000172
5,E08000036,E07000173
22,E08000036,E07000174
45,E08000036,E07000175
16,E08000036,E07000176
12,E08000036,E07000177
2,E08000036,E07000178
9,E08000036,E07000179
14,E08000036,E07000180
5,E08000036,E07000181
3,E08000036,E07000188
9,E08000036,E07000189
2,E08000036,E07000246
1,E08000036,E07000246
8,E08000036,E07000192
7,E08000036,E07000193
7,E08000036,E07000194
4,E08000036,E07000195
6,E08000036,E07000196
9,E08000036,E07000197
1,E08000036,E07000198
19,E08000036,E07000199
1,E08000036,E07000200
4,E08000036,E07000245
3,E08000036,E07000202
4,E08000036,E07000203
8,E08000036,E07000245
5,E08000036,E07000244
3,E08000036,E07000244
15,E08000036,E07000207
2,E08000036,E07000208
5,E08000036,E07000209
3,E08000036,E07000210
13,E08000036,E07000211
5,E08000036,E07000212
6,E08000036,E07000213
4,E08000036,E07000214
3,E08000036,E07000215
4,E08000036,E07000216
5,E08000036,E07000217
11,E08000036,E07000218
4,E08000036,E07000219
17,E08000036,E07000220
10,E08000036,E07000221
8,E08000036,E07000222
7,E08000036,E07000225
9,E08000036,E07000226
1,E08000036,E07000227
4,E08000036,E07000228
4,E08000036,E07000229
4,E08000036,E07000234
1,E08000036,E07000235
1,E08000036,E07000236
6,E08000036,E07000237
8,E08000036,E07000238
1,E08000036,E07000239
41,E08000036,E08000001
37,E08000036,E08000002
156,E08000036,E08000003
51,E08000036,E08000004
49,E08000036,E08000005
75,E08000036,E08000006
40,E08000036,E08000007
20,E08000036,E08000008
92,E08000036,E08000009
39,E08000036,E08000010
10,E08000036,E08000011
42,E08000036,E08000012
9,E08000036,E08000013
8,E08000036,E08000014
11,E08000036,E08000015
3024,E08000036,E08000016
1838,E08000036,E08000017
968,E08000036,E08000018
1150,E08000036,E08000019
26,E08000036,E08000037
24,E08000036,E08000021
21,E08000036,E08000022
2,E08000036,E08000023
21,E08000036,E08000024
53,E08000036,E08000025
17,E08000036,E08000026
11,E08000036,E08000027
15,E08000036,E08000028
20,E08000036,E08000029
26,E08000036,E08000030
16,E08000036,E08000031
1832,E08000036,E08000032
681,E08000036,E08000033
6022,E08000036,E08000034
21568,E08000036,E08000035
84977,E08000036,E08000036
11,E08000036,E09000003
6,E08000036,E09000004
7,E08000036,E09000005
3,E08000036,E09000006
26,E08000036,E09000007
6,E08000036,E09000008
8,E08000036,E09000009
3,E08000036,E09000010
3,E08000036,E09000011
8,E08000036,E09000012
9,E08000036,E09000013
7,E08000036,E09000014
4,E08000036,E09000015
7,E08000036,E09000016
19,E08000036,E09000017
13,E08000036,E09000018
29,E08000036,E09000019
5,E08000036,E09000020
4,E08000036,E09000021
7,E08000036,E09000022
1,E08000036,E09000023
3,E08000036,E09000024
2,E08000036,E09000025
6,E08000036,E09000026
2,E08000036,E09000027
14,E08000036,E09000028
7,E08000036,E09000029
15,E08000036,E09000030
2,E08000036,E09000031
2,E08000036,E09000032
85,E08000036,"E09000001,E09000033"
11496,E08000036,OD0000001
125,E08000036,OD0000002
10119,E08000036,OD0000003
130,E08000036,OD0000004
5,E08000036,S12000005
6,E08000036,S12000006
1,E08000036,S12000008
14,E08000036,S12000014
6,E08000036,S12000047
16,E08000036,S12000017
2,E08000036,S12000018
2,E08000036,S12000019
2,E08000036,S12000020
11,E08000036,S12000021
6,E08000036,S12000048
2,E08000036,S12000028
15,E08000036,S12000029
5,E08000036,S12000030
3,E08000036,S12000033
4,E08000036,S12000034
12,E08000036,S12000035
13,E08000036,S12000036
8,E08000036,S12000038
2,E08000036,S12000040
6,E08000036,S12000041
15,E08000036,S12000050
1,E08000036,S12000045
15,E08000036,S12000049
1,E08000036,W06000001
2,E08000036,W06000002
8,E08000036,W06000003
10,E08000036,W06000005
4,E08000036,W06000006
1,E08000036,W06000008
7,E08000036,W06000009
1,E08000036,W06000010
3,E08000036,W06000011
1,E08000036,W06000013
2,E08000036,W06000014
7,E08000036,W06000015
3,E08000036,W06000016
3,E08000036,W06000018
2,E08000036,W06000020
2,E08000036,W06000021
2,E08000036,W06000022
5,E08000036,W06000023
1,E09000002,N09000002
1,E09000002,E06000001
1,E09000002,E06000002
1,E09000002,E06000003
2,E09000002,E06000004
1,E09000002,E06000005
1,E09000002,E06000006
7,E09000002,E06000007
1,E09000002,E06000009
2,E09000002,E06000013
1,E09000002,E06000014
10,E09000002,E06000015
4,E09000002,E06000016
1,E09000002,E06000017
5,E09000002,E06000018
3,E09000002,E06000019
4,E09000002,E06000020
6,E09000002,E06000021
5,E09000002,E06000023
1,E09000002,E06000024
17,E09000002,E06000025
3,E09000002,E06000058
4,E09000002,E06000058
14,E09000002,E06000030
8,E09000002,E06000031
36,E09000002,E06000032
117,E09000002,E06000033
1396,E09000002,E06000034
80,E09000002,E06000035
15,E09000002,E06000036
9,E09000002,E06000037
20,E09000002,E06000038
27,E09000002,E06000039
27,E09000002,E06000040
12,E09000002,E06000041
30,E09000002,E06000042
11,E09000002,E06000043
4,E09000002,E06000044
14,E09000002,E06000045
4,E09000002,E06000047
3,E09000002,E06000057
2,E09000002,E06000049
2,E09000002,E06000050
6,E09000002,E06000051
6,E09000002,"E06000052,E06000053"
16,E09000002,E06000054
14,E09000002,E06000055
39,E09000002,E06000056
15,E09000002,E07000004
5,E09000002,E07000005
10,E09000002,E07000006
11,E09000002,E07000007
9,E09000002,E07000008
2,E09000002,E07000009
1,E09000002,E07000010
10,E09000002,E07000011
22,E09000002,E07000012
3,E09000002,E07000028
3,E09000002,E07000030
2,E09000002,E07000031
4,E09000002,E07000032
4,E09000002,E07000033
4,E09000002,E07000034
1,E09000002,E07000035
2,E09000002,E07000038
1,E09000002,E07000040
1,E09000002,E07000041
1,E09000002,E07000042
4,E09000002,E07000043
5,E09000002,E07000045
55,E09000002,E06000059
3,E09000002,E06000059
1,E09000002,E07000061
2,E09000002,E07000062
2,E09000002,E07000063
3,E09000002,E07000064
3,E09000002,E07000065
571,E09000002,E07000066
45,E09000002,E07000067
534,E09000002,E07000068
60,E09000002,E07000069
180,E09000002,E07000070
41,E09000002,E07000071
485,E09000002,E07000072
91,E09000002,E07000073
37,E09000002,E07000074
46,E09000002,E07000075
14,E09000002,E07000076
80,E09000002,E07000077
2,E09000002,E07000079
2,E09000002,E07000081
4,E09000002,E07000082
4,E09000002,E07000083
29,E09000002,E07000084
14,E09000002,E07000085
1,E09000002,E07000086
9,E09000002,E07000087
2,E09000002,E07000088
10,E09000002,E07000089
1,E09000002,E07000090
7,E09000002,E07000091
5,E09000002,E07000092
2,E09000002,E07000093
2,E09000002,E07000094
109,E09000002,E07000095
17,E09000002,E07000096
62,E09000002,E07000242
43,E09000002,E07000098
7,E09000002,E07000099
23,E09000002,E07000240
19,E09000002,E07000243
24,E09000002,E07000102
46,E09000002,E07000103
59,E09000002,E07000241
4,E09000002,E07000105
12,E09000002,E07000106
196,E09000002,E07000107
10,E09000002,E07000108
20,E09000002,E07000109
15,E09000002,E07000110
31,E09000002,E07000111
5,E09000002,E07000112
12,E09000002,E07000113
4,E09000002,E07000114
33,E09000002,E07000115
6,E09000002,E07000116
1,E09000002,E07000119
1,E09000002,E07000121
3,E09000002,E07000122
3,E09000002,E07000123
1,E09000002,E07000124
1,E09000002,E07000128
1,E09000002,E07000129
3,E09000002,E07000130
3,E09000002,E07000134
4,E09000002,E07000137
2,E09000002,E07000139
3,E09000002,E07000140
3,E09000002,E07000141
1,E09000002,E07000142
7,E09000002,E07000143
1,E09000002,E07000144
4,E09000002,E07000145
3,E09000002,E07000146
1,E09000002,E07000149
2,E09000002,E07000150
2,E09000002,E07000152
6,E09000002,E07000153
31,E09000002,E07000154
4,E09000002,E07000155
6,E09000002,E07000156
8,E09000002,E07000165
1,E09000002,E07000166
2,E09000002,E07000171
1,E09000002,E07000172
1,E09000002,E07000174
2,E09000002,E07000176
8,E09000002,E07000177
10,E09000002,E07000178
6,E09000002,E07000179
3,E09000002,E07000180
4,E09000002,E07000181
11,E09000002,E07000187
1,E09000002,E07000188
5,E09000002,E07000189
2,E09000002,E07000246
3,E09000002,E07000193
5,E09000002,E07000194
2,E09000002,E07000195
9,E09000002,E07000197
1,E09000002,E07000198
1,E09000002,E07000199
5,E09000002,E07000200
2,E09000002,E07000245
30,E09000002,E07000202
7,E09000002,E07000203
7,E09000002,E07000245
13,E09000002,E07000244
3,E09000002,E07000244
30,E09000002,E07000207
10,E09000002,E07000208
15,E09000002,E07000209
6,E09000002,E07000210
26,E09000002,E07000211
16,E09000002,E07000212
11,E09000002,E07000213
10,E09000002,E07000214
12,E09000002,E07000215
12,E09000002,E07000216
9,E09000002,E07000217
4,E09000002,E07000218
7,E09000002,E07000221
7,E09000002,E07000222
4,E09000002,E07000225
38,E09000002,E07000226
3,E09000002,E07000227
6,E09000002,E07000228
1,E09000002,E07000229
2,E09000002,E07000234
4,E09000002,E07000236
2,E09000002,E07000237
1,E09000002,E07000238
1,E09000002,E08000001
1,E09000002,E08000002
29,E09000002,E08000003
8,E09000002,E08000006
4,E09000002,E08000007
1,E09000002,E08000008
3,E09000002,E08000009
5,E09000002,E08000010
9,E09000002,E08000012
21,E09000002,E08000013
1,E09000002,E08000014
4,E09000002,E08000015
11,E09000002,E08000017
1,E09000002,E08000018
7,E09000002,E08000019
1,E09000002,E08000037
4,E09000002,E08000021
7,E09000002,E08000022
1,E09000002,E08000023
3,E09000002,E08000024
25,E09000002,E08000025
10,E09000002,E08000026
18,E09000002,E08000027
5,E09000002,E08000028
3,E09000002,E08000029
13,E09000002,E08000030
6,E09000002,E08000031
16,E09000002,E08000032
1,E09000002,E08000033
1,E09000002,E08000034
35,E09000002,E08000035
1,E09000002,E08000036
14650,E09000002,E09000002
280,E09000002,E09000003
155,E09000002,E09000004
290,E09000002,E09000005
104,E09000002,E09000006
1855,E09000002,E09000007
110,E09000002,E09000008
250,E09000002,E09000009
653,E09000002,E09000010
412,E09000002,E09000011
1228,E09000002,E09000012
433,E09000002,E09000013
468,E09000002,E09000014
60,E09000002,E09000015
6554,E09000002,E09000016
126,E09000002,E09000017
119,E09000002,E09000018
1311,E09000002,E09000019
561,E09000002,E09000020
35,E09000002,E09000021
565,E09000002,E09000022
211,E09000002,E09000023
85,E09000002,E09000024
4829,E09000002,E09000025
5389,E09000002,E09000026
41,E09000002,E09000027
1218,E09000002,E09000028
89,E09000002,E09000029
4279,E09000002,E09000030
1292,E09000002,E09000031
235,E09000002,E09000032
6350,E09000002,"E09000001,E09000033"
4764,E09000002,OD0000001
95,E09000002,OD0000002
10296,E09000002,OD0000003
57,E09000002,OD0000004
1,E09000002,S12000006
1,E09000002,S12000008
3,E09000002,S12000014
1,E09000002,S12000047
4,E09000002,S12000017
3,E09000002,S12000048
10,E09000002,S12000029
1,E09000002,S12000034
3,E09000002,S12000036
1,E09000002,S12000038
1,E09000002,S12000040
1,E09000002,S12000041
2,E09000002,S12000050
14,E09000002,S12000049
1,E09000002,W06000002
1,E09000002,W06000004
1,E09000002,W06000005
1,E09000002,W06000006
1,E09000002,W06000010
2,E09000002,W06000011
1,E09000002,W06000012
2,E09000002,W06000014
14,E09000002,W06000015
3,E09000002,W06000016
4,E09000002,W06000018
5,E09000002,W06000022
1,E09000002,W06000023
1,E09000002,W06000024
1,E09000003,N09000003
2,E09000003,E06000002
1,E09000003,E06000005
5,E09000003,E06000006
19,E09000003,E06000007
1,E09000003,E06000008
3,E09000003,E06000009
2,E09000003,E06000010
4,E09000003,E06000011
3,E09000003,E06000012
2,E09000003,E06000014
4,E09000003,E06000015
23,E09000003,E06000016
1,E09000003,E06000017
12,E09000003,E06000018
4,E09000003,E06000019
1,E09000003,E06000020
4,E09000003,E06000021
21,E09000003,E06000022
14,E09000003,E06000023
4,E09000003,E06000024
17,E09000003,E06000025
8,E09000003,E06000026
2,E09000003,E06000027
1,E09000003,E06000058
9,E09000003,E06000058
12,E09000003,E06000030
18,E09000003,E06000031
376,E09000003,E06000032
43,E09000003,E06000033
59,E09000003,E06000034
16,E09000003,E06000035
78,E09000003,E06000036
24,E09000003,E06000037
76,E09000003,E06000038
157,E09000003,E06000039
92,E09000003,E06000040
50,E09000003,E06000041
157,E09000003,E06000042
36,E09000003,E06000043
15,E09000003,E06000044
15,E09000003,E06000045
3,E09000003,E06000046
4,E09000003,E06000047
3,E09000003,E06000057
16,E09000003,E06000049
7,E09000003,E06000050
5,E09000003,E06000051
6,E09000003,"E06000052,E06000053"
15,E09000003,E06000054
51,E09000003,E06000055
143,E09000003,E06000056
98,E09000003,E07000004
100,E09000003,E07000005
112,E09000003,E07000006
105,E09000003,E07000007
63,E09000003,E07000008
5,E09000003,E07000009
1,E09000003,E07000010
17,E09000003,E07000011
32,E09000003,E07000012
2,E09000003,E07000027
4,E09000003,E07000028
1,E09000003,E07000031
5,E09000003,E07000032
6,E09000003,E07000033
3,E09000003,E07000034
3,E09000003,E07000035
2,E09000003,E07000037
1,E09000003,E07000039
4,E09000003,E07000040
5,E09000003,E07000041
1,E09000003,E07000043
3,E09000003,E07000045
1,E09000003,E06000059
4,E09000003,E06000059
1,E09000003,E06000059
3,E09000003,E06000059
4,E09000003,E06000059
7,E09000003,E07000061
6,E09000003,E07000062
3,E09000003,E07000063
1,E09000003,E07000064
2,E09000003,E07000065
94,E09000003,E07000066
23,E09000003,E07000067
59,E09000003,E07000068
6,E09000003,E07000069
46,E09000003,E07000070
26,E09000003,E07000071
205,E09000003,E07000072
124,E09000003,E07000073
7,E09000003,E07000074
7,E09000003,E07000075
5,E09000003,E07000076
29,E09000003,E07000077
4,E09000003,E07000078
7,E09000003,E07000079
3,E09000003,E07000081
3,E09000003,E07000083
30,E09000003,E07000084
6,E09000003,E07000085
4,E09000003,E07000086
7,E09000003,E07000087
4,E09000003,E07000088
12,E09000003,E07000089
2,E09000003,E07000090
3,E09000003,E07000091
37,E09000003,E07000092
6,E09000003,E07000093
13,E09000003,E07000094
377,E09000003,E07000095
423,E09000003,E07000096
166,E09000003,E07000242
3595,E09000003,E07000098
121,E09000003,E07000099
784,E09000003,E07000240
227,E09000003,E07000243
379,E09000003,E07000102
885,E09000003,E07000103
1232,E09000003,E07000241
5,E09000003,E07000105
13,E09000003,E07000106
40,E09000003,E07000107
8,E09000003,E07000108
8,E09000003,E07000109
11,E09000003,E07000110
19,E09000003,E07000111
3,E09000003,E07000112
4,E09000003,E07000113
5,E09000003,E07000114
5,E09000003,E07000115
9,E09000003,E07000116
1,E09000003,E07000120
9,E09000003,E07000123
2,E09000003,E07000126
2,E09000003,E07000127
8,E09000003,E07000129
7,E09000003,E07000130
2,E09000003,E07000131
3,E09000003,E07000132
2,E09000003,E07000134
1,E09000003,E07000137
10,E09000003,E07000138
3,E09000003,E07000139
2,E09000003,E07000141
1,E09000003,E07000143
8,E09000003,E07000144
2,E09000003,E07000145
2,E09000003,E07000146
3,E09000003,E07000147
6,E09000003,E07000148
4,E09000003,E07000149
2,E09000003,E07000150
8,E09000003,E07000151
7,E09000003,E07000152
5,E09000003,E07000153
42,E09000003,E07000154
11,E09000003,E07000155
17,E09000003,E07000156
4,E09000003,E07000165
1,E09000003,E07000166
2,E09000003,E07000168
2,E09000003,E07000169
4,E09000003,E07000170
1,E09000003,E07000171
4,E09000003,E07000172
2,E09000003,E07000173
2,E09000003,E07000174
3,E09000003,E07000175
24,E09000003,E07000177
52,E09000003,E07000178
14,E09000003,E07000179
23,E09000003,E07000180
8,E09000003,E07000181
7,E09000003,E07000187
2,E09000003,E07000188
2,E09000003,E07000189
4,E09000003,E07000246
3,E09000003,E07000194
3,E09000003,E07000195
8,E09000003,E07000197
2,E09000003,E07000199
4,E09000003,E07000200
2,E09000003,E07000245
8,E09000003,E07000202
6,E09000003,E07000203
21,E09000003,E07000245
7,E09000003,E07000244
2,E09000003,E07000244
50,E09000003,E07000207
13,E09000003,E07000208
52,E09000003,E07000209
38,E09000003,E07000210
42,E09000003,E07000211
100,E09000003,E07000212
81,E09000003,E07000213
21,E09000003,E07000214
16,E09000003,E07000215
20,E09000003,E07000216
41,E09000003,E07000217
8,E09000003,E07000218
2,E09000003,E07000219
7,E09000003,E07000220
10,E09000003,E07000221
13,E09000003,E07000222
2,E09000003,E07000223
8,E09000003,E07000225
37,E09000003,E07000226
13,E09000003,E07000227
20,E09000003,E07000228
7,E09000003,E07000229
1,E09000003,E07000234
1,E09000003,E07000235
4,E09000003,E07000236
2,E09000003,E07000237
1,E09000003,E07000238
2,E09000003,E08000001
11,E09000003,E08000002
46,E09000003,E08000003
1,E09000003,E08000004
3,E09000003,E08000005
12,E09000003,E08000006
2,E09000003,E08000007
2,E09000003,E08000008
13,E09000003,E08000009
1,E09000003,E08000011
25,E09000003,E08000012
1,E09000003,E08000013
3,E09000003,E08000014
2,E09000003,E08000016
4,E09000003,E08000017
4,E09000003,E08000018
16,E09000003,E08000019
10,E09000003,E08000037
12,E09000003,E08000021
2,E09000003,E08000022
1,E09000003,E08000023
5,E09000003,E08000024
37,E09000003,E08000025
18,E09000003,E08000026
5,E09000003,E08000027
4,E09000003,E08000028
10,E09000003,E08000029
5,E09000003,E08000030
4,E09000003,E08000031
11,E09000003,E08000032
1,E09000003,E08000033
6,E09000003,E08000034
27,E09000003,E08000035
1,E09000003,E08000036
144,E09000003,E09000002
36031,E09000003,E09000003
42,E09000003,E09000004
5908,E09000003,E09000005
91,E09000003,E09000006
14006,E09000003,E09000007
131,E09000003,E09000008
1787,E09000003,E09000009
4457,E09000003,E09000010
250,E09000003,E09000011
1866,E09000003,E09000012
1741,E09000003,E09000013
3965,E09000003,E09000014
2600,E09000003,E09000015
142,E09000003,E09000016
971,E09000003,E09000017
757,E09000003,E09000018
5864,E09000003,E09000019
2092,E09000003,E09000020
77,E09000003,E09000021
1295,E09000003,E09000022
210,E09000003,E09000023
208,E09000003,E09000024
601,E09000003,E09000025
338,E09000003,E09000026
383,E09000003,E09000027
