Flow,From,To
19,E08000033,E06000006
87,E08000033,E06000007
93,E08000033,E06000008
7,E08000033,E06000009
12,E08000033,E06000010
33,E08000033,E06000011
5,E08000033,E06000012
18,E08000033,E06000013
126,E08000033,E06000014
9,E08000033,E06000015
11,E08000033,E06000016
3,E08000033,E06000017
14,E08000033,E06000018
6,E08000033,E06000019
12,E08000033,E06000020
5,E08000033,E06000021
10,E08000033,E06000022
15,E08000033,E06000023
6,E08000033,E06000024
6,E08000033,E06000025
6,E08000033,E06000026
1,E08000033,E06000027
9,E08000033,E06000058
1,E08000033,E06000030
9,E08000033,E06000031
26,E08000033,E06000032
1,E08000033,E06000033
5,E08000033,E06000035
1,E08000033,E06000036
1,E08000033,E06000037
8,E08000033,E06000038
9,E08000033,E06000039
8,E08000033,E06000040
6,E08000033,E06000041
12,E08000033,E06000042
4,E08000033,E06000043
8,E08000033,E06000044
4,E08000033,E06000045
2,E08000033,E06000046
28,E08000033,E06000047
9,E08000033,E06000057
54,E08000033,E06000049
21,E08000033,E06000050
7,E08000033,E06000051
5,E08000033,"E06000052,E06000053"
33,E08000033,E06000054
5,E08000033,E06000055
2,E08000033,E06000056
5,E08000033,E07000004
2,E08000033,E07000005
5,E08000033,E07000006
9,E08000033,E07000007
3,E08000033,E07000009
8,E08000033,E07000011
19,E08000033,E07000012
3,E08000033,E07000026
1,E08000033,E07000027
5,E08000033,E07000028
9,E08000033,E07000030
8,E08000033,E07000031
4,E08000033,E07000032
8,E08000033,E07000033
12,E08000033,E07000034
3,E08000033,E07000035
6,E08000033,E07000036
9,E08000033,E07000037
6,E08000033,E07000038
1,E08000033,E07000039
3,E08000033,E07000040
1,E08000033,E07000042
1,E08000033,E07000043
3,E08000033,E07000044
8,E08000033,E07000046
4,E08000033,E06000059
1,E08000033,E06000059
1,E08000033,E06000059
2,E08000033,E07000065
2,E08000033,E07000066
1,E08000033,E07000067
1,E08000033,E07000068
2,E08000033,E07000069
4,E08000033,E07000070
6,E08000033,E07000071
4,E08000033,E07000073
1,E08000033,E07000075
5,E08000033,E07000077
3,E08000033,E07000078
4,E08000033,E07000079
2,E08000033,E07000080
3,E08000033,E07000082
3,E08000033,E07000083
2,E08000033,E07000084
5,E08000033,E07000085
1,E08000033,E07000086
2,E08000033,E07000087
7,E08000033,E07000089
2,E08000033,E07000091
8,E08000033,E07000092
1,E08000033,E07000093
4,E08000033,E07000094
3,E08000033,E07000095
6,E08000033,E07000096
5,E08000033,E07000242
4,E08000033,E07000098
4,E08000033,E07000099
3,E08000033,E07000240
3,E08000033,E07000243
2,E08000033,E07000102
9,E08000033,E07000103
5,E08000033,E07000241
1,E08000033,E07000106
1,E08000033,E07000107
12,E08000033,E07000110
1,E08000033,E07000113
419,E08000033,E07000117
18,E08000033,E07000118
10,E08000033,E07000119
81,E08000033,E07000120
12,E08000033,E07000121
155,E08000033,E07000122
87,E08000033,E07000123
41,E08000033,E07000124
176,E08000033,E07000125
17,E08000033,E07000126
20,E08000033,E07000127
7,E08000033,E07000128
5,E08000033,E07000129
4,E08000033,E07000130
2,E08000033,E07000131
1,E08000033,E07000133
8,E08000033,E07000134
1,E08000033,E07000135
2,E08000033,E07000137
4,E08000033,E07000138
11,E08000033,E07000139
3,E08000033,E07000141
2,E08000033,E07000145
2,E08000033,E07000148
1,E08000033,E07000149
3,E08000033,E07000150
1,E08000033,E07000151
1,E08000033,E07000152
1,E08000033,E07000153
16,E08000033,E07000154
2,E08000033,E07000156
135,E08000033,E07000163
23,E08000033,E07000164
79,E08000033,E07000165
30,E08000033,E07000166
2,E08000033,E07000167
4,E08000033,E07000168
63,E08000033,E07000169
4,E08000033,E07000170
18,E08000033,E07000171
1,E08000033,E07000172
2,E08000033,E07000173
3,E08000033,E07000174
10,E08000033,E07000175
2,E08000033,E07000176
4,E08000033,E07000177
4,E08000033,E07000178
9,E08000033,E07000179
15,E08000033,E07000180
2,E08000033,E07000181
1,E08000033,E07000188
2,E08000033,E07000189
2,E08000033,E07000246
1,E08000033,E07000246
2,E08000033,E07000192
6,E08000033,E07000193
2,E08000033,E07000194
4,E08000033,E07000195
3,E08000033,E07000196
8,E08000033,E07000197
1,E08000033,E07000198
4,E08000033,E07000199
1,E08000033,E07000200
1,E08000033,E07000202
3,E08000033,E07000203
3,E08000033,E07000245
9,E08000033,E07000207
1,E08000033,E07000208
2,E08000033,E07000209
7,E08000033,E07000210
6,E08000033,E07000211
2,E08000033,E07000212
3,E08000033,E07000214
1,E08000033,E07000215
3,E08000033,E07000216
6,E08000033,E07000217
3,E08000033,E07000218
3,E08000033,E07000219
5,E08000033,E07000220
9,E08000033,E07000221
5,E08000033,E07000222
3,E08000033,E07000224
6,E08000033,E07000226
3,E08000033,E07000227
4,E08000033,E07000228
2,E08000033,E07000229
1,E08000033,E07000234
1,E08000033,E07000235
4,E08000033,E07000236
1,E08000033,E07000237
1,E08000033,E07000238
1,E08000033,E07000239
116,E08000033,E08000001
169,E08000033,E08000002
940,E08000033,E08000003
455,E08000033,E08000004
1131,E08000033,E08000005
219,E08000033,E08000006
95,E08000033,E08000007
135,E08000033,E08000008
199,E08000033,E08000009
41,E08000033,E08000010
16,E08000033,E08000011
39,E08000033,E08000012
15,E08000033,E08000013
10,E08000033,E08000014
8,E08000033,E08000015
119,E08000033,E08000016
59,E08000033,E08000017
59,E08000033,E08000018
151,E08000033,E08000019
4,E08000033,E08000037
12,E08000033,E08000021
11,E08000033,E08000022
2,E08000033,E08000023
7,E08000033,E08000024
29,E08000033,E08000025
12,E08000033,E08000026
10,E08000033,E08000027
6,E08000033,E08000028
4,E08000033,E08000029
21,E08000033,E08000030
5,E08000033,E08000031
8096,E08000033,E08000032
52014,E08000033,E08000033
7387,E08000033,E08000034
4988,E08000033,E08000035
1014,E08000033,E08000036
1,E08000033,E09000002
3,E08000033,E09000003
6,E08000033,E09000005
6,E08000033,E09000006
20,E08000033,E09000007
4,E08000033,E09000008
3,E08000033,E09000009
3,E08000033,E09000010
1,E08000033,E09000011
4,E08000033,E09000012
7,E08000033,E09000013
2,E08000033,E09000014
11,E08000033,E09000015
1,E08000033,E09000016
10,E08000033,E09000017
5,E08000033,E09000018
15,E08000033,E09000019
2,E08000033,E09000020
3,E08000033,E09000021
4,E08000033,E09000022
2,E08000033,E09000023
6,E08000033,E09000025
2,E08000033,E09000027
10,E08000033,E09000028
1,E08000033,E09000029
11,E08000033,E09000030
3,E08000033,E09000031
1,E08000033,E09000032
66,E08000033,"E09000001,E09000033"
9624,E08000033,OD0000001
95,E08000033,OD0000002
6506,E08000033,OD0000003
111,E08000033,OD0000004
5,E08000033,S12000006
1,E08000033,S12000008
1,E08000033,S12000013
1,E08000033,S12000014
1,E08000033,S12000047
3,E08000033,S12000017
2,E08000033,S12000018
6,E08000033,S12000021
2,E08000033,S12000023
2,E08000033,S12000048
5,E08000033,S12000029
1,E08000033,S12000030
11,E08000033,S12000033
2,E08000033,S12000034
7,E08000033,S12000035
21,E08000033,S12000036
5,E08000033,S12000038
1,E08000033,S12000039
5,E08000033,S12000040
14,E08000033,S12000041
2,E08000033,S12000050
12,E08000033,S12000049
2,E08000033,W06000001
3,E08000033,W06000002
3,E08000033,W06000003
1,E08000033,W06000004
7,E08000033,W06000005
1,E08000033,W06000006
2,E08000033,W06000009
1,E08000033,W06000010
8,E08000033,W06000011
1,E08000033,W06000012
3,E08000033,W06000014
4,E08000033,W06000015
3,E08000033,W06000016
4,E08000033,W06000018
1,E08000033,W06000020
8,E08000033,W06000021
1,E08000033,W06000023
1,E08000033,W06000024
1,E08000034,N09000001
4,E08000034,N09000003
1,E08000034,N09000008
3,E08000034,N09000007
1,E08000034,N09000010
8,E08000034,E06000001
21,E08000034,E06000002
12,E08000034,E06000003
17,E08000034,E06000004
8,E08000034,E06000005
41,E08000034,E06000006
129,E08000034,E06000007
52,E08000034,E06000008
13,E08000034,E06000009
83,E08000034,E06000010
149,E08000034,E06000011
11,E08000034,E06000012
55,E08000034,E06000013
302,E08000034,E06000014
31,E08000034,E06000015
58,E08000034,E06000016
7,E08000034,E06000017
47,E08000034,E06000018
12,E08000034,E06000019
18,E08000034,E06000020
21,E08000034,E06000021
12,E08000034,E06000022
12,E08000034,E06000023
2,E08000034,E06000024
15,E08000034,E06000025
5,E08000034,E06000026
2,E08000034,E06000027
1,E08000034,E06000058
2,E08000034,E06000058
6,E08000034,E06000030
21,E08000034,E06000031
32,E08000034,E06000032
7,E08000034,E06000034
7,E08000034,E06000035
7,E08000034,E06000036
11,E08000034,E06000037
22,E08000034,E06000038
16,E08000034,E06000039
14,E08000034,E06000040
10,E08000034,E06000041
43,E08000034,E06000042
10,E08000034,E06000044
8,E08000034,E06000045
64,E08000034,E06000047
17,E08000034,E06000057
95,E08000034,E06000049
43,E08000034,E06000050
31,E08000034,E06000051
18,E08000034,"E06000052,E06000053"
40,E08000034,E06000054
4,E08000034,E06000055
13,E08000034,E06000056
9,E08000034,E07000004
6,E08000034,E07000005
1,E08000034,E07000006
11,E08000034,E07000007
2,E08000034,E07000008
1,E08000034,E07000009
4,E08000034,E07000010
12,E08000034,E07000011
194,E08000034,E07000012
10,E08000034,E07000026
9,E08000034,E07000027
12,E08000034,E07000028
6,E08000034,E07000029
7,E08000034,E07000030
10,E08000034,E07000031
18,E08000034,E07000032
24,E08000034,E07000033
40,E08000034,E07000034
14,E08000034,E07000035
12,E08000034,E07000036
43,E08000034,E07000037
30,E08000034,E07000038
4,E08000034,E07000039
14,E08000034,E07000040
2,E08000034,E07000041
4,E08000034,E07000042
3,E08000034,E07000044
3,E08000034,E07000045
12,E08000034,E07000046
3,E08000034,E06000058
4,E08000034,E06000059
1,E08000034,E06000059
1,E08000034,E06000059
1,E08000034,E06000059
1,E08000034,E06000059
3,E08000034,E07000063
3,E08000034,E07000065
3,E08000034,E07000066
5,E08000034,E07000067
1,E08000034,E07000068
1,E08000034,E07000069
3,E08000034,E07000070
6,E08000034,E07000071
1,E08000034,E07000072
1,E08000034,E07000073
1,E08000034,E07000074
3,E08000034,E07000075
1,E08000034,E07000076
7,E08000034,E07000077
5,E08000034,E07000078
8,E08000034,E07000079
2,E08000034,E07000081
2,E08000034,E07000082
16,E08000034,E07000083
9,E08000034,E07000084
5,E08000034,E07000085
2,E08000034,E07000086
3,E08000034,E07000087
7,E08000034,E07000088
11,E08000034,E07000089
7,E08000034,E07000091
5,E08000034,E07000092
6,E08000034,E07000093
3,E08000034,E07000094
7,E08000034,E07000095
13,E08000034,E07000096
6,E08000034,E07000242
8,E08000034,E07000098
3,E08000034,E07000099
10,E08000034,E07000240
10,E08000034,E07000243
25,E08000034,E07000102
20,E08000034,E07000103
14,E08000034,E07000241
7,E08000034,E07000105
2,E08000034,E07000106
5,E08000034,E07000107
1,E08000034,E07000108
4,E08000034,E07000109
54,E08000034,E07000110
1,E08000034,E07000111
1,E08000034,E07000112
1,E08000034,E07000113
2,E08000034,E07000114
22,E08000034,E07000115
3,E08000034,E07000116
22,E08000034,E07000117
29,E08000034,E07000118
32,E08000034,E07000119
37,E08000034,E07000120
10,E08000034,E07000121
44,E08000034,E07000122
118,E08000034,E07000123
13,E08000034,E07000124
35,E08000034,E07000125
31,E08000034,E07000126
17,E08000034,E07000127
4,E08000034,E07000128
13,E08000034,E07000129
16,E08000034,E07000130
6,E08000034,E07000131
3,E08000034,E07000132
4,E08000034,E07000133
12,E08000034,E07000134
1,E08000034,E07000136
18,E08000034,E07000137
14,E08000034,E07000138
28,E08000034,E07000139
5,E08000034,E07000140
8,E08000034,E07000141
10,E08000034,E07000142
2,E08000034,E07000143
1,E08000034,E07000144
1,E08000034,E07000145
12,E08000034,E07000146
3,E08000034,E07000147
4,E08000034,E07000148
2,E08000034,E07000150
23,E08000034,E07000151
2,E08000034,E07000152
3,E08000034,E07000153
36,E08000034,E07000154
8,E08000034,E07000155
7,E08000034,E07000156
71,E08000034,E07000163
79,E08000034,E07000164
290,E08000034,E07000165
30,E08000034,E07000166
18,E08000034,E07000167
9,E08000034,E07000168
214,E08000034,E07000169
28,E08000034,E07000170
47,E08000034,E07000171
16,E08000034,E07000172
4,E08000034,E07000173
12,E08000034,E07000174
13,E08000034,E07000175
10,E08000034,E07000176
13,E08000034,E07000177
10,E08000034,E07000178
20,E08000034,E07000179
11,E08000034,E07000180
3,E08000034,E07000181
2,E08000034,E07000187
6,E08000034,E07000189
7,E08000034,E07000192
14,E08000034,E07000193
7,E08000034,E07000194
19,E08000034,E07000195
3,E08000034,E07000196
26,E08000034,E07000197
12,E08000034,E07000199
4,E08000034,E07000200
2,E08000034,E07000245
2,E08000034,E07000202
9,E08000034,E07000203
12,E08000034,E07000245
8,E08000034,E07000244
2,E08000034,E07000244
11,E08000034,E07000207
6,E08000034,E07000209
6,E08000034,E07000210
2,E08000034,E07000211
9,E08000034,E07000212
5,E08000034,E07000213
5,E08000034,E07000214
1,E08000034,E07000215
4,E08000034,E07000216
6,E08000034,E07000217
6,E08000034,E07000218
4,E08000034,E07000219
19,E08000034,E07000220
6,E08000034,E07000221
17,E08000034,E07000222
3,E08000034,E07000223
2,E08000034,E07000224
7,E08000034,E07000225
6,E08000034,E07000226
2,E08000034,E07000227
7,E08000034,E07000228
1,E08000034,E07000234
2,E08000034,E07000235
5,E08000034,E07000236
3,E08000034,E07000237
2,E08000034,E07000238
4,E08000034,E07000239
137,E08000034,E08000001
165,E08000034,E08000002
1125,E08000034,E08000003
831,E08000034,E08000004
475,E08000034,E08000005
235,E08000034,E08000006
175,E08000034,E08000007
317,E08000034,E08000008
249,E08000034,E08000009
100,E08000034,E08000010
15,E08000034,E08000011
60,E08000034,E08000012
26,E08000034,E08000013
20,E08000034,E08000014
20,E08000034,E08000015
1768,E08000034,E08000016
330,E08000034,E08000017
444,E08000034,E08000018
1136,E08000034,E08000019
11,E08000034,E08000037
21,E08000034,E08000021
12,E08000034,E08000022
8,E08000034,E08000023
12,E08000034,E08000024
57,E08000034,E08000025
24,E08000034,E08000026
11,E08000034,E08000027
16,E08000034,E08000028
22,E08000034,E08000029
20,E08000034,E08000030
19,E08000034,E08000031
8897,E08000034,E08000032
10196,E08000034,E08000033
102258,E08000034,E08000034
19725,E08000034,E08000035
7916,E08000034,E08000036
3,E08000034,E09000002
2,E08000034,E09000003
6,E08000034,E09000004
5,E08000034,E09000005
5,E08000034,E09000006
43,E08000034,E09000007
5,E08000034,E09000008
18,E08000034,E09000009
7,E08000034,E09000010
1,E08000034,E09000011
6,E08000034,E09000012
13,E08000034,E09000013
6,E08000034,E09000014
6,E08000034,E09000015
12,E08000034,E09000016
31,E08000034,E09000017
24,E08000034,E09000018
13,E08000034,E09000019
6,E08000034,E09000020
6,E08000034,E09000021
17,E08000034,E09000022
1,E08000034,E09000023
12,E08000034,E09000024
7,E08000034,E09000025
3,E08000034,E09000026
6,E08000034,E09000027
23,E08000034,E09000028
5,E08000034,E09000029
25,E08000034,E09000030
2,E08000034,E09000031
9,E08000034,E09000032
143,E08000034,"E09000001,E09000033"
17926,E08000034,OD0000001
172,E08000034,OD0000002
12901,E08000034,OD0000003
222,E08000034,OD0000004
3,E08000034,S12000005
5,E08000034,S12000006
2,E08000034,S12000008
1,E08000034,S12000014
5,E08000034,S12000047
1,E08000034,S12000017
2,E08000034,S12000018
2,E08000034,S12000019
1,E08000034,S12000020
8,E08000034,S12000021
2,E08000034,S12000023
13,E08000034,S12000048
6,E08000034,S12000026
1,E08000034,S12000028
21,E08000034,S12000029
2,E08000034,S12000030
15,E08000034,S12000033
7,E08000034,S12000034
4,E08000034,S12000035
16,E08000034,S12000036
4,E08000034,S12000038
6,E08000034,S12000040
11,E08000034,S12000041
5,E08000034,S12000042
5,E08000034,S12000050
2,E08000034,S12000045
17,E08000034,S12000049
2,E08000034,W06000001
5,E08000034,W06000002
5,E08000034,W06000003
3,E08000034,W06000004
10,E08000034,W06000005
13,E08000034,W06000006
3,E08000034,W06000009
1,E08000034,W06000010
6,E08000034,W06000011
1,E08000034,W06000012
6,E08000034,W06000014
10,E08000034,W06000015
4,E08000034,W06000016
7,E08000034,W06000018
2,E08000034,W06000020
1,E08000034,W06000021
1,E08000034,W06000022
1,E08000034,W06000023
5,E08000035,N09000001
2,E08000035,N09000002
9,E08000035,N09000003
2,E08000035,N09000007
2,E08000035,N09000004
1,E08000035,N09000002
1,E08000035,N09000010
1,E08000035,N09000008
3,E08000035,N09000007
1,E08000035,N09000011
21,E08000035,E06000001
64,E08000035,E06000002
31,E08000035,E06000003
68,E08000035,E06000004
66,E08000035,E06000005
38,E08000035,E06000006
128,E08000035,E06000007
57,E08000035,E06000008
26,E08000035,E06000009
308,E08000035,E06000010
554,E08000035,E06000011
44,E08000035,E06000012
156,E08000035,E06000013
2582,E08000035,E06000014
66,E08000035,E06000015
79,E08000035,E06000016
16,E08000035,E06000017
116,E08000035,E06000018
7,E08000035,E06000019
19,E08000035,E06000020
40,E08000035,E06000021
15,E08000035,E06000022
31,E08000035,E06000023
13,E08000035,E06000024
48,E08000035,E06000025
13,E08000035,E06000026
2,E08000035,E06000027
3,E08000035,E06000058
31,E08000035,E06000058
29,E08000035,E06000030
38,E08000035,E06000031
65,E08000035,E06000032
9,E08000035,E06000033
2,E08000035,E06000034
9,E08000035,E06000035
15,E08000035,E06000036
30,E08000035,E06000037
25,E08000035,E06000038
33,E08000035,E06000039
26,E08000035,E06000040
19,E08000035,E06000041
50,E08000035,E06000042
10,E08000035,E06000043
20,E08000035,E06000044
14,E08000035,E06000045
1,E08000035,E06000046
195,E08000035,E06000047
67,E08000035,E06000057
108,E08000035,E06000049
45,E08000035,E06000050
48,E08000035,E06000051
36,E08000035,"E06000052,E06000053"
51,E08000035,E06000054
18,E08000035,E06000055
37,E08000035,E06000056
13,E08000035,E07000004
11,E08000035,E07000005
7,E08000035,E07000006
28,E08000035,E07000007
20,E08000035,E07000008
2,E08000035,E07000009
8,E08000035,E07000010
21,E08000035,E07000011
22,E08000035,E07000012
15,E08000035,E07000026
13,E08000035,E07000027
28,E08000035,E07000028
5,E08000035,E07000029
14,E08000035,E07000030
54,E08000035,E07000031
38,E08000035,E07000032
49,E08000035,E07000033
51,E08000035,E07000034
24,E08000035,E07000035
22,E08000035,E07000036
21,E08000035,E07000037
42,E08000035,E07000038
10,E08000035,E07000039
10,E08000035,E07000040
9,E08000035,E07000041
1,E08000035,E07000042
5,E08000035,E07000043
1,E08000035,E07000044
4,E08000035,E07000045
10,E08000035,E07000046
7,E08000035,E07000047
1,E08000035,E06000059
5,E08000035,E06000059
3,E08000035,E06000059
2,E08000035,E06000059
3,E08000035,E06000059
2,E08000035,E07000061
1,E08000035,E07000062
3,E08000035,E07000063
2,E08000035,E07000064
4,E08000035,E07000065
15,E08000035,E07000066
6,E08000035,E07000067
3,E08000035,E07000068
1,E08000035,E07000069
14,E08000035,E07000070
14,E08000035,E07000071
4,E08000035,E07000072
13,E08000035,E07000073
1,E08000035,E07000074
1,E08000035,E07000075
3,E08000035,E07000076
27,E08000035,E07000077
14,E08000035,E07000078
6,E08000035,E07000079
3,E08000035,E07000080
9,E08000035,E07000081
13,E08000035,E07000082
41,E08000035,E07000083
17,E08000035,E07000084
13,E08000035,E07000085
4,E08000035,E07000086
7,E08000035,E07000087
3,E08000035,E07000088
18,E08000035,E07000089
3,E08000035,E07000090
8,E08000035,E07000091
13,E08000035,E07000092
6,E08000035,E07000093
19,E08000035,E07000094
12,E08000035,E07000095
24,E08000035,E07000096
19,E08000035,E07000242
18,E08000035,E07000098
33,E08000035,E07000099
19,E08000035,E07000240
30,E08000035,E07000243
19,E08000035,E07000102
37,E08000035,E07000103
52,E08000035,E07000241
5,E08000035,E07000105
1,E08000035,E07000106
18,E08000035,E07000107
5,E08000035,E07000108
8,E08000035,E07000109
412,E08000035,E07000110
6,E08000035,E07000111
7,E08000035,E07000112
2,E08000035,E07000113
33,E08000035,E07000115
8,E08000035,E07000116
45,E08000035,E07000117
35,E08000035,E07000118
33,E08000035,E07000119
37,E08000035,E07000120
35,E08000035,E07000121
74,E08000035,E07000122
207,E08000035,E07000123
20,E08000035,E07000124
17,E08000035,E07000125
29,E08000035,E07000126
30,E08000035,E07000127
20,E08000035,E07000128
40,E08000035,E07000129
25,E08000035,E07000130
8,E08000035,E07000131
9,E08000035,E07000132
15,E08000035,E07000133
29,E08000035,E07000134
7,E08000035,E07000135
4,E08000035,E07000136
25,E08000035,E07000137
25,E08000035,E07000138
19,E08000035,E07000139
5,E08000035,E07000140
42,E08000035,E07000141
13,E08000035,E07000142
9,E08000035,E07000143
2,E08000035,E07000144
3,E08000035,E07000145
16,E08000035,E07000146
2,E08000035,E07000147
12,E08000035,E07000148
1,E08000035,E07000149
9,E08000035,E07000150
8,E08000035,E07000151
7,E08000035,E07000152
11,E08000035,E07000153
46,E08000035,E07000154
14,E08000035,E07000155
13,E08000035,E07000156
467,E08000035,E07000163
429,E08000035,E07000164
6019,E08000035,E07000165
95,E08000035,E07000166
167,E08000035,E07000167
91,E08000035,E07000168
2047,E08000035,E07000169
41,E08000035,E07000170
98,E08000035,E07000171
25,E08000035,E07000172
20,E08000035,E07000173
30,E08000035,E07000174
42,E08000035,E07000175
23,E08000035,E07000176
22,E08000035,E07000177
16,E08000035,E07000178
23,E08000035,E07000179
26,E08000035,E07000180
13,E08000035,E07000181
6,E08000035,E07000188
14,E08000035,E07000189
9,E08000035,E07000246
3,E08000035,E07000246
10,E08000035,E07000192
31,E08000035,E07000193
19,E08000035,E07000194
21,E08000035,E07000195
6,E08000035,E07000196
30,E08000035,E07000197
8,E08000035,E07000198
22,E08000035,E07000199
2,E08000035,E07000200
4,E08000035,E07000245
13,E08000035,E07000202
7,E08000035,E07000203
22,E08000035,E07000245
23,E08000035,E07000244
1,E08000035,E07000244
20,E08000035,E07000207
4,E08000035,E07000208
16,E08000035,E07000209
54,E08000035,E07000210
17,E08000035,E07000211
29,E08000035,E07000212
3,E08000035,E07000213
14,E08000035,E07000214
6,E08000035,E07000215
3,E08000035,E07000216
18,E08000035,E07000217
19,E08000035,E07000218
12,E08000035,E07000219
24,E08000035,E07000220
27,E08000035,E07000221
36,E08000035,E07000222
3,E08000035,E07000224
8,E08000035,E07000225
42,E08000035,E07000226
6,E08000035,E07000227
15,E08000035,E07000228
5,E08000035,E07000229
10,E08000035,E07000234
1,E08000035,E07000235
9,E08000035,E07000236
19,E08000035,E07000237
8,E08000035,E07000238
1,E08000035,E07000239
112,E08000035,E08000001
187,E08000035,E08000002
718,E08000035,E08000003
180,E08000035,E08000004
178,E08000035,E08000005
190,E08000035,E08000006
129,E08000035,E08000007
91,E08000035,E08000008
326,E08000035,E08000009
113,E08000035,E08000010
34,E08000035,E08000011
128,E08000035,E08000012
19,E08000035,E08000013
44,E08000035,E08000014
16,E08000035,E08000015
893,E08000035,E08000016
730,E08000035,E08000017
459,E08000035,E08000018
1154,E08000035,E08000019
51,E08000035,E08000037
96,E08000035,E08000021
61,E08000035,E08000022
20,E08000035,E08000023
35,E08000035,E08000024
164,E08000035,E08000025
33,E08000035,E08000026
17,E08000035,E08000027
28,E08000035,E08000028
43,E08000035,E08000029
29,E08000035,E08000030
28,E08000035,E08000031
16957,E08000035,E08000032
2401,E08000035,E08000033
6950,E08000035,E08000034
236326,E08000035,E08000035
12682,E08000035,E08000036
1,E08000035,E09000002
22,E08000035,E09000003
18,E08000035,E09000004
19,E08000035,E09000005
22,E08000035,E09000006
108,E08000035,E09000007
15,E08000035,E09000008
38,E08000035,E09000009
16,E08000035,E09000010
15,E08000035,E09000011
15,E08000035,E09000012
44,E08000035,E09000013
14,E08000035,E09000014
8,E08000035,E09000015
14,E08000035,E09000016
76,E08000035,E09000017
40,E08000035,E09000018
58,E08000035,E09000019
27,E08000035,E09000020
11,E08000035,E09000021
35,E08000035,E09000022
14,E08000035,E09000023
19,E08000035,E09000024
25,E08000035,E09000025
15,E08000035,E09000026
24,E08000035,E09000027
48,E08000035,E09000028
30,E08000035,E09000029
55,E08000035,E09000030
11,E08000035,E09000031
20,E08000035,E09000032
357,E08000035,"E09000001,E09000033"
29997,E08000035,OD0000001
325,E08000035,OD0000002
23959,E08000035,OD0000003
349,E08000035,OD0000004
1,E08000035,S12000005
6,E08000035,S12000006
1,E08000035,S12000010
1,E08000035,S12000013
8,E08000035,S12000047
6,E08000035,S12000017
2,E08000035,S12000020
13,E08000035,S12000021
9,E08000035,S12000048
6,E08000035,S12000026
2,E08000035,S12000028
42,E08000035,S12000029
3,E08000035,S12000030
33,E08000035,S12000033
9,E08000035,S12000034
12,E08000035,S12000035
50,E08000035,S12000036
15,E08000035,S12000038
20,E08000035,S12000040
16,E08000035,S12000041
3,E08000035,S12000042
12,E08000035,S12000050
1,E08000035,S12000045
54,E08000035,S12000049
6,E08000035,W06000001
6,E08000035,W06000002
8,E08000035,W06000003
1,E08000035,W06000004
27,E08000035,W06000005
20,E08000035,W06000006
2,E08000035,W06000008
19,E08000035,W06000009
1,E08000035,W06000010
12,E08000035,W06000011
1,E08000035,W06000012
1,E08000035,W06000013
4,E08000035,W06000014
19,E08000035,W06000015
9,E08000035,W06000016
6,E08000035,W06000018
1,E08000035,W06000020
2,E08000035,W06000021
3,E08000035,W06000022
11,E08000035,W06000023
5,E08000035,W06000024
12,E08000036,N09000002
3,E08000036,N09000003
1,E08000036,N09000004
1,E08000036,N09000005
1,E08000036,N09000007
1,E08000036,N09000010
12,E08000036,E06000001
17,E08000036,E06000002
13,E08000036,E06000003
19,E08000036,E06000004
7,E08000036,E06000005
13,E08000036,E06000006
83,E08000036,E06000007
13,E08000036,E06000008
7,E08000036,E06000009
162,E08000036,E06000010
394,E08000036,E06000011
14,E08000036,E06000012
109,E08000036,E06000013
572,E08000036,E06000014
47,E08000036,E06000015
28,E08000036,E06000016
10,E08000036,E06000017
53,E08000036,E06000018
10,E08000036,E06000019
7,E08000036,E06000020
6,E08000036,E06000021
23,E08000036,E06000022
10,E08000036,E06000023
1,E08000036,E06000024
11,E08000036,E06000025
7,E08000036,E06000026
2,E08000036,E06000058
5,E08000036,E06000058
13,E08000036,E06000030
19,E08000036,E06000031
46,E08000036,E06000032
1,E08000036,E06000033
4,E08000036,E06000034
7,E08000036,E06000035
5,E08000036,E06000036
11,E08000036,E06000037
3,E08000036,E06000038
11,E08000036,E06000039
14,E08000036,E06000040
7,E08000036,E06000041
20,E08000036,E06000042
4,E08000036,E06000043
12,E08000036,E06000044
9,E08000036,E06000045
4,E08000036,E06000046
76,E08000036,E06000047
17,E08000036,E06000057
18,E08000036,E06000049
18,E08000036,E06000050
33,E08000036,E06000051
16,E08000036,"E06000052,E06000053"
32,E08000036,E06000054
10,E08000036,E06000055
21,E08000036,E06000056
12,E08000036,E07000004
1,E08000036,E07000005
3,E08000036,E07000006
8,E08000036,E07000007
1,E08000036,E07000008
5,E08000036,E07000010
6,E08000036,E07000011
14,E08000036,E07000012
4,E08000036,E07000026
3,E08000036,E07000027
12,E08000036,E07000028
2,E08000036,E07000029
3,E08000036,E07000030
9,E08000036,E07000031
20,E08000036,E07000032
46,E08000036,E07000033
54,E08000036,E07000034
9,E08000036,E07000035
12,E08000036,E07000036
11,E08000036,E07000037
35,E08000036,E07000038
5,E08000036,E07000039
5,E08000036,E07000040
1,E08000036,E07000041
1,E08000036,E07000042
6,E08000036,E07000043
3,E08000036,E07000044
5,E08000036,E07000045
2,E08000036,E07000047
8,E08000036,E06000059
1,E08000036,E06000059
7,E08000036,E06000059
2,E08000036,E07000063
1,E08000036,E07000065
3,E08000036,E07000066
1,E08000036,E07000067
9,E08000036,E07000068
1,E08000036,E07000069
3,E08000036,E07000070
7,E08000036,E07000071
4,E08000036,E07000073
1,E08000036,E07000075
2,E08000036,E07000076
8,E08000036,E07000077
